follower,followed
14113,42493
7648,14113
20630,14113
14113,4499
14113,26393
160493,1411
60568,14113
14113,26395
25789,14113
120378,1411
14113,5995
78828,14113
22724,14113
14113,1604
14113,26394
220626,6682
465,220626
6072,220626
32872,22063
37215,22063
66821,22063
220626,464
220626,2146
21464,22063
220626,6841
9191610,221
220626,7757
68412,22063
220626,9192
220626,3791
37905,22063
77572,22063
220626,1677
93038,1569
93038,28106
93038,13229
37222,28117
457,37222
37222,1819
37222,28328
37222,82366
37222,80495
36671,37222
37222,21428
11876,37222
28117,37222
34655,37222
25678,37222
28328,37222
37222,25678
37222,32193
129583,3722
48388,2576
60568,48388
48388,1063
48388,38714
48388,60568
48388,7912
37319,18126
18126,37319
37319,94851
255011,3113
375706,1741
375706,1934
292039,2206
292039,231
231019,292
220626,292
292039,6633
292039,9485
292039,1051
292039,2146
21464,29204
292039,3045
7566,52223
7566,1563
7566,50968
7566,34538
92932,10841
92932,581
1687735,929
92932,14201
15347,92932
92932,15347
20748,92932
92932,16877
34575,92932
92932,34575
92932,20748
72711,84481
84481,2146
84481,72711
84481,2556
84481,34638
84481,1563
84481,10942
84481,28905
1570,84481
84481,2354
84481,82907
8077,84481
84481,157
84481,63284
82907,84481
209947,8448
84481,13411
84481,5957
11914,33105
331048,5697
24017,97141
187308,3892
187308,1563
28087,6985
28087,24452
3161,995081
82274,18553
240298,1015
101502,2403
162222,8454
162222,4982
162222,4134
162222,1713
162222,3036
162222,1881
174886,1622
162222,7675
162222,6328
188135,1622
4134,162222
162222,4004
162222,172
162222,2456
171318,1622
2618,9266
28893,2618
2618,10996
21269,2618
2618,9236
2618,10005
2618,7418
465,2618
2618,75393
2618,157
2618,16766
2618,93
2618,10788
2618,4139
2618,78115
2618,1567
2618,34538
2618,1564
2618,67072
2618,233103
2618,1563
2618,7912
2618,7504
2618,26393
2618,64977
2618,21863
2618,37747
17888,21038
210377,1789
274938,2104
32740,1934
32740,4328
32740,10005
32740,24573
32740,24452
32740,1563
32740,157
32740,13256
32740,1569
32740,11917
32740,28106
32740,414
32740,391
32740,22041
32740,39428
32740,38574
32740,61024
32740,1564
32740,9236
89406,7547
89406,1063
89406,52223
89406,619
89406,7418
89406,5995
89406,4328
89406,11855
7547,13767
12225,13767
13767,11855
75393,13767
13767,28106
28117,13767
4140,13767
11855,13767
24871,13767
158826,1377
14424,13767
181319,462
7579,181319
312906,2303
2303,312906
2400,2303
3228736,23
46870,157
46870,41223
46870,26393
46870,96349
46870,1565
46870,5995
46870,1563
46870,2556
46870,9236
46870,1063
46870,3892
46870,78115
46870,11726
46870,13256
46870,1934
46870,1564
46870,10005
46870,10942
50850,20634
10674,20634
20634,13256
20634,157
20634,10674
20634,5085
20634,10005
158818,2063
20634,1564
20634,2239
20634,2556
20634,15882
20634,9236
20634,18625
20634,45703
12225,20634
20634,78115
20634,5674
242941,1713
41916,24294
164235,2429
242941,1642
242941,4192
465,84446
34095,84446
171318,2735
273499,1713
273499,3036
273499,2907
273499,1881
162222,2735
273499,1622
188135,2735
2907,273499
46887,41223
46887,352
352,46887
46887,414
46887,16766
198578,3892
198578,3038
198578,8635
198578,1198
198578,3687
198578,7547
46326,5085
50850,46326
46326,37207
34589,46326
12225,46326
34575,46326
46326,78115
18125,46326
37207,46326
2983,46326
1567,46326
77572,17832
17832,5784
17832,6072
17832,46399
17832,66821
17832,77572
17832,22063
66821,17832
17832,24452
17832,68412
17832,4172
193370,1783
220626,1783
17832,91916
13803,17832
9191610,178
41720,17832
17832,37905
37905,17832
6072,17832
17832,13803
68412,17832
19370,7675
19370,771
162367,1937
19370,7912
1434755,194
19370,46377
19370,1934
19370,7547
19370,6985
19370,11855
19370,414
19370,1567
19370,16429
19370,37207
19370,26395
19370,22848
19370,14742
19370,3917
19370,36883
19370,10226
19370,19288
192876,1937
19370,5995
19370,157
19370,38574
19370,5085
19370,1564
19370,1563
19370,13823
19370,46326
19370,78115
19370,28106
8152,131483
8152,39041
8152,52402
8152,1569
8152,1063
8152,61024
317325,1013
1012951,317
317325,1563
14348,1856
185597,3045
185597,3687
185597,2445
17832,13294
676,10942
676,10005
676,4907
46871,676
676,11855
676,157
676,1564
676,28552
150627,2159
150627,1563
150627,3687
150627,7585
150627,1446
150627,1198
150627,157
87306,5995
87306,14424
87306,157
87306,2783
87306,1564
87306,8635
87306,15886
87306,98818
87306,41223
87306,17089
79289,87306
87306,15445
87306,2159
87306,1015
87306,37747
87306,79289
87306,29235
87306,11726
87306,39428
87306,7912
87306,23823
87306,1063
87306,1563
87306,3892
87306,1934
87306,36872
87306,9236
87306,24452
87306,2556
214274,1468
214274,524
214274,2556
214274,1563
214274,9951
177403,1418
177403,5784
79289,1774
177403,7929
14175,1774
177403,8731
8042,391
8042,7504
8042,50653
8042,153818
8042,3063
8042,250497
8042,42493
7580,8042
465,8042
8042,46399
8042,771
8042,46326
41838,8042
8042,465
8042,11957
8042,7865
8042,69392
8042,25678
8042,679866
8042,63376
8042,75996
8042,41223
8042,21464
8042,1563
34589,8042
8042,144589
8042,34589
8042,174689
25678,8042
211120,7439
148568,2111
17755,40028
2812,40028
41838,40028
40028,9266
7580,103795
8103,103795
158906,1038
72157,157
4532,171314
4532,21861
4532,59746
41916,4532
4532,28405
4532,83603
4532,24452
164235,4532
4532,93974
4532,8267
4532,7592
4532,101502
4532,41916
4532,242941
4532,46399
93974,4532
4532,17738
4532,164235
4532,3063
7592,4532
4532,1565
83603,4532
4532,5823
465,4532
4532,20633
4532,3892
4532,81307
307551,1934
307551,7631
307551,3513
35126,30755
7631,307551
8135,1063
8135,33271
8135,8912
8135,462
8135,92494
78115,8135
7546,8135
164744,8135
8135,198576
7580,8135
8135,72824
8135,78115
8135,5995
8135,4139
12420,8135
8135,282181
8135,7546
8135,1563
8135,186247
8135,10996
186247,8135
8135,4567
8135,17805
8135,2556
10738,8135
8135,158864
8135,157
8135,17738
33271,8135
8135,24562
8135,45799
8135,15119
198576,8135
8135,26393
8135,10942
4567,8135
8135,10906
8135,36872
8135,5823
272950,7973
